path,scope,family,format,size_bytes,modified_utc,resident,disposition,rights_boundary,rationale,conflict,local_enhancement,sha256,upstream_commit
vendor/nzmedicines/medications/50066491000116104-Panadol_500_mg_tablet_film-coated_100_tablets_bottle.json,upstream,upstream_fhir_medication,json,9750,2026-05-20T22:08:54+00:00,True,fixture,source-fixture-review-required,Preserved Medication/Bundle fixture for adapter and projection parity.,Sparse examples cannot replace the complete local NZMT hierarchy or status data.,"Local source corpus supplies hierarchy, Medsafe, subsidy, GTIN, pharmacode, ATC, and SNOMED mappings.",d1e5cf114f76c476f72d61b730aae7d5475e96b8a25767429a758f5091605226,6a8ecfae67f15d635750d11d5f446b93d76c1865
vendor/nzmedicines/readme.md,upstream,upstream_design_rationale,md,4938,2026-05-20T22:08:54+00:00,True,adapted,source-documentation,FHIR mapping rationale is retained and corrected in first-party documentation.,Projection examples do not establish current registry or standards conformance.,Canonical/projection separation and explicit provenance.,28cc4cfa352266968cce4a329964266ea55c5fc9716d8d6c1704a6108f3cdad7,6a8ecfae67f15d635750d11d5f446b93d76c1865
vendor/nzmedicines/substance/2211011000036101-ibuprofen.json,upstream,upstream_fhir_substance,json,320,2026-05-20T22:08:54+00:00,True,fixture,source-fixture-review-required,Preserved Substance fixture for adapter and projection parity.,Substance examples are incomplete relative to the local NZMT corpus.,Local substance and SNOMED mapping tables provide broader coverage.,5c5330d0493775d54ecf66a5cbe8615148810825feb2ba9417399cc9155ebb8c,6a8ecfae67f15d635750d11d5f446b93d76c1865
vendor/nzmedicines/substance/2442011000036104-paracetamol.json,upstream,upstream_fhir_substance,json,322,2026-05-20T22:08:54+00:00,True,fixture,source-fixture-review-required,Preserved Substance fixture for adapter and projection parity.,Substance examples are incomplete relative to the local NZMT corpus.,Local substance and SNOMED mapping tables provide broader coverage.,6523cbfef2c995898ebd55a28d3db2d4b38c2d9bb00f78e35f9cdb80ba248e6e,6a8ecfae67f15d635750d11d5f446b93d76c1865
vendor/nzmedicines/substance/substance.txt,upstream,upstream_generated_index,txt,2,2026-05-20T22:08:54+00:00,True,fixture,source-fixture-review-required,Golden fixture for deterministic index regeneration.,Generated indexes are not authoritative source records.,Deterministic regeneration and negative-control testing target.,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,6a8ecfae67f15d635750d11d5f446b93d76c1865
comparisons/atc_enriched/medsafe_products_with_atc.csv,local,derived_comparison,csv,3688750,2025-09-02T11:19:25+00:00,False,adapted,local-only-review-required,Derived Medsafe/ATC comparison output retained as regression evidence.,Must not be presented as a current regulatory status source.,Existing cross-terminology enrichment output.,,
docs/adr/004-nzulm-integration.md,local,implementation_support,md,3383,2025-09-28T07:47:10+00:00,False,adapted,source-code-or-documentation,"Existing implementation, validation, or design surface to retain and evolve.",Some legacy documentation may overstate completion or current recency.,Maintainer-owned implementation and test evidence.,,
docs/medsafe_sqlite.md,local,implementation_support,md,4108,2025-09-02T02:16:28+00:00,False,adapted,source-code-or-documentation,"Existing implementation, validation, or design surface to retain and evolve.",Some legacy documentation may overstate completion or current recency.,Maintainer-owned implementation and test evidence.,,
docs/nzulm_2023_integration.md,local,implementation_support,md,2191,2025-09-07T05:17:51+00:00,False,adapted,source-code-or-documentation,"Existing implementation, validation, or design surface to retain and evolve.",Some legacy documentation may overstate completion or current recency.,Maintainer-owned implementation and test evidence.,,
medsafe_applications_paracetamol.csv,local,curated_sample,csv,329422,2025-09-02T01:02:29+00:00,False,fixture,local-only-review-required,Small Medsafe sample suitable for deterministic adapter fixtures.,Sample is not evidence of complete regulatory coverage.,Existing paracetamol regression data.,,
medsafe_exports/medsafe.sqlite,local,medsafe_derived_export,sqlite,22851584,2025-09-02T02:17:47+00:00,False,adapted,local-only-review-required,Reusable regulatory export derived from Medsafe source data.,Derived formats can drift from the embedded NZULM Medsafe tables.,"CSV, Parquet, XLSX, and SQLite parity surfaces already exist.",,
medsafe_exports/medsafe.sqlite-shm,local,database_sidecar,sqlite-shm,32768,2025-09-28T07:57:10+00:00,False,excluded,local-only,Ephemeral SQLite sidecar; not an authoritative dataset.,May represent an interrupted or open local database state.,None.,,
medsafe_exports/medsafe.sqlite-wal,local,database_sidecar,sqlite-wal,0,2025-09-28T07:57:10+00:00,True,excluded,local-only,Ephemeral SQLite sidecar; not an authoritative dataset.,May represent an interrupted or open local database state.,None.,,
medsafe_exports/medsafe_applications.csv,local,medsafe_derived_export,csv,6890091,2025-09-02T01:37:04+00:00,False,adapted,local-only-review-required,Reusable regulatory export derived from Medsafe source data.,Derived formats can drift from the embedded NZULM Medsafe tables.,"CSV, Parquet, XLSX, and SQLite parity surfaces already exist.",,
medsafe_exports/medsafe_applications.parquet,local,medsafe_derived_export,parquet,807601,2025-09-02T01:37:05+00:00,False,adapted,local-only-review-required,Reusable regulatory export derived from Medsafe source data.,Derived formats can drift from the embedded NZULM Medsafe tables.,"CSV, Parquet, XLSX, and SQLite parity surfaces already exist.",,
medsafe_exports/medsafe_applications.xlsx,local,medsafe_derived_export,xlsx,1390816,2025-09-02T01:37:05+00:00,False,adapted,local-only-review-required,Reusable regulatory export derived from Medsafe source data.,Derived formats can drift from the embedded NZULM Medsafe tables.,"CSV, Parquet, XLSX, and SQLite parity surfaces already exist.",,
medsafe_exports/medsafe_products.csv,local,medsafe_derived_export,csv,3441710,2025-09-02T01:37:01+00:00,False,adapted,local-only-review-required,Reusable regulatory export derived from Medsafe source data.,Derived formats can drift from the embedded NZULM Medsafe tables.,"CSV, Parquet, XLSX, and SQLite parity surfaces already exist.",,
medsafe_exports/medsafe_products.parquet,local,medsafe_derived_export,parquet,622877,2025-09-02T01:37:04+00:00,False,adapted,local-only-review-required,Reusable regulatory export derived from Medsafe source data.,Derived formats can drift from the embedded NZULM Medsafe tables.,"CSV, Parquet, XLSX, and SQLite parity surfaces already exist.",,
medsafe_exports/medsafe_products.xlsx,local,medsafe_derived_export,xlsx,1032990,2025-09-02T01:37:03+00:00,False,adapted,local-only-review-required,Reusable regulatory export derived from Medsafe source data.,Derived formats can drift from the embedded NZULM Medsafe tables.,"CSV, Parquet, XLSX, and SQLite parity surfaces already exist.",,
medsafe_products_paracetamol.csv,local,curated_sample,csv,152797,2025-09-02T01:02:07+00:00,False,fixture,local-only-review-required,Small Medsafe sample suitable for deterministic adapter fixtures.,Sample is not evidence of complete regulatory coverage.,Existing paracetamol regression data.,,
nzulm.db,local,legacy_derived_database,db,45056,2025-09-22T04:38:03+00:00,False,adapted,local-only,Existing derived database retained as migration and parity input.,Opaque derivation and recency must not be treated as authoritative.,Useful regression and migration surface for DuckDB/Parquet outputs.,,
nzulm_2023.zip,local,release_archive,zip,36527993,2025-09-07T05:13:41+00:00,False,superseded,local-only-review-required,Preserved release archive; extracted source family is the working input.,Duplicate archive surfaces require digest comparison before deletion.,Recoverable source-release boundary.,,
nzulm_2023_data/abbreviations_dump.csv,local,nzmt_supporting_source,csv,2447,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/Basis_of_Strength_Substance_Information_20Mar12.docx,local,governance_and_schema_documentation,docx,16679,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/Change Report 231127.xlsx,local,governance_and_schema_documentation,xlsx,197351,2023-11-27T00:56:36+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/charting_term_index_dump.csv,local,nzmt_supporting_source,csv,6628892,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/CT_dump.csv,local,nzmt_hierarchy_source,csv,4664,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/CTPP_dump.csv,local,nzmt_hierarchy_source,csv,7037845,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ctpp_pharmacodes_dump.csv,local,terminology_mapping_source,csv,395896,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/ctpp_related_ids.csv,local,terminology_mapping_source,csv,12773922,2023-11-27T00:56:36+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/description_types_dump.csv,local,nzmt_supporting_source,csv,1518,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/descriptions_dump.csv,local,nzmt_supporting_source,csv,55732292,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/doseform_dump.csv,local,nzmt_supporting_source,csv,32418,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/flags_dump.csv,local,nzmt_supporting_source,csv,390310,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/gtins_dump.csv,local,terminology_mapping_source,csv,315336,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/gtins_extended_dump.csv,local,terminology_mapping_source,csv,357571,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/hml_atc_dump.csv,local,funding_formulary_source,csv,31067,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/hml_brand_dump.csv,local,funding_formulary_source,csv,270417,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/hml_cfbp_dump.csv,local,funding_formulary_source,csv,330628,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/hml_chemical_dump.csv,local,funding_formulary_source,csv,85727,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/hml_formulation_dump.csv,local,funding_formulary_source,csv,280506,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/hml_note_dump.csv,local,funding_formulary_source,csv,942586,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/hml_pack_dump.csv,local,funding_formulary_source,csv,409085,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/hml_request_dump.csv,local,funding_formulary_source,csv,28980,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/hml_rule_dump.csv,local,funding_formulary_source,csv,67444,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/hml_schedule_dump.csv,local,funding_formulary_source,csv,223,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/IMPORTANT_Read this before using the NZULM data download.docx,local,governance_and_schema_documentation,docx,20306,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/IMPORTANT_Read this before using the NZULM data download.pdf,local,governance_and_schema_documentation,pdf,75588,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/LBL160 Label Terms notes.docx,local,governance_and_schema_documentation,docx,85293,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/LBL160 Label Terms notes.pdf,local,governance_and_schema_documentation,pdf,161343,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/medsafe_restrictions_dump.csv,local,medsafe_regulatory_source,csv,4152,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/MHM_dump.csv,local,nzmt_hierarchy_source,csv,1518506,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
nzulm_2023_data/MP_dump.csv,local,nzmt_hierarchy_source,csv,350397,2023-11-27T00:56:02+00:00,False,adopted,local-only-review-required,Source-native 2023 NZULM/NZMT release asset retained without transformation.,Static 2023 release is stale for current-status claims and has mixed rights.,"Richer hierarchy, Medsafe, subsidy, identifier, and mapping coverage than upstream FHIR examples.",,
